Ранг ГЛ;Ранг РУ;Уровень;По-английски;По-французски;Инфинитив;Подробности;Разговорный;Неправильный;Группа ;Суффикс спряжения;Совершенный вид;Пара аспектов;Возвратный;Действительный;Я;Ты;Он/Она/Оно;Мы;Вы;Они;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время;Скрытый1-unwantedToExport;Скрытый2-genericFirstTrans
10000;10000;C1;"be interrupted; break";"s'interrompre; s'entrecouper";прерваться;;;;;;совер.;прерываться/прерваться;возврат.;;прервусь;прервёшься;прервётся;прервётесь;прервёмся;прервутся;прервись;прервитесь;;прервавшись;;прервавшийся;;;;
1549;8134;C1;inculcate (in, upon);"faire pénétrer; inculquer";внедрять;;;;;;несовер.;внедрять/внедрить;;;внедряю;внедряешь;внедряет;внедряете;внедряем;внедряют;внедряй;внедряйте;внедряя;внедрявши;внедряющий;внедрявший;внедряемый;;;
10000;10000;C1;inculcate (in, upon);"faire pénétrer; inculquer";внедрить;;;;;;совер.;внедрять/внедрить;;;внедрю;внедришь;внедрит;внедрите;внедрим;внедрят;внедри;внедрите;;внедрив, *внедривши;;внедривший;;внедрённый;;
1550;8144;C1;"run (against); to stumble (on)";"se heurter contre; se cogner contre";натыкаться;;;;;;несовер.;натыкаться/наткнуться;возврат.;;;;натыкается;;;натыкаются;;;;;натыкающийся;натыкавшийся;натыкающийся;натыкавшийся;;
10000;10000;C1;"run (against); to stumble (on)";"se heurter contre; se cogner contre";наткнуться;;;;;;совер.;натыкаться/наткнуться;возврат.;;наткнусь;наткнёшься;наткнётся;наткнётесь;наткнёмся;наткнутся;наткнись;наткнитесь;нася;наткнув, *ткнувшись;;наткнувшийся;;на*ткнутыйся;;
1551;8148;C1;sin;"pécher; commettre un péché";грешить;;;;;;несовер.;грешить/согрешить;;действит.;грешу;грешишь;грешит;грешите;грешим;грешат;греши;грешите;греша;грешив;грешащий;грешивший;грешащий;грешивший;;
10000;10000;C1;sin;"pécher; commettre un péché";согрешить;;;;;;совер.;грешить/согрешить;;действит.;согрешу;согрешишь;согрешит;согрешите;согрешим;согрешат;согреши;согрешите;;согрешив, *согрешивши;;согрешивший;;;;
1552;8149;C1;"stumble (over / against); get stuck (on)";trébucher (contre, hésiter);спотыкаться;;;;;;несовер.;спотыкаться/споткнуться;возврат.;;;;;;;;;;;;;;;;;
10000;10000;C1;"stumble (over / against); get stuck (on)";trébucher (contre, hésiter);споткнуться;;;;;;совер.;спотыкаться/споткнуться;возврат.;;;;;;;;;;;;;;;;;
1553;8154;C1;proclaim;proclamer;провозглашать;;;;;;несовер.;провозглашать/провозгласить;;;провозглашаю;провозглашаешь;провозглашает;провозглашаете;провозглашаем;провозглашают;провозглашай;провозглашайте;провозглашая;провозглашав;провозглашающий;провозглашавший;провозглашаемый;;;
10000;10000;C1;proclaim;proclamer;провозгласить;;;;;;совер.;провозглашать/провозгласить;;;провозглашу;провозгласишь;провозгласит;провозгласите;провозгласим;провозгласят;провозгласи;провозгласите;;провозгласив, *провозгласивши;;провозгласивший;;провозглашённый;;
